110090000560.0;—56х90;ГОСТ 103-2006;39.564
110090000600.0;—60х90;ГОСТ 103-2006;42.39
110095000060.0;—6х95;ГОСТ 103-2006;4.475
110095000070.0;—7х95;ГОСТ 103-2006;5.22
110095000080.0;—8х95;ГОСТ 103-2006;5.966
110095000090.0;—9х95;ГОСТ 103-2006;6.712
110095000100.0;—10х95;ГОСТ 103-2006;7.458
110095000110.0;—11х95;ГОСТ 103-2006;8.203
110095000120.0;—12х95;ГОСТ 103-2006;8.949
110095000140.0;—14х95;ГОСТ 103-2006;10.44
110095000160.0;—16х95;ГОСТ 103-2006;11.932
110095000180.0;—18х95;ГОСТ 103-2006;13.424
110095000200.0;—20х95;ГОСТ 103-2006;14.915
110095000220.0;—22х95;ГОСТ 103-2006;16.407
110095000250.0;—25х95;ГОСТ 103-2006;18.644
110100000050.0;—5х100;ГОСТ 103-2006;3.925
110100000060.0;—6х100;ГОСТ 103-2006;4.71
110100000070.0;—7х100;ГОСТ 103-2006;5.495
110100000080.0;—8х100;ГОСТ 103-2006;6.28
110100000090.0;—9х100;ГОСТ 103-2006;7.065
110100000100.0;—10х100;ГОСТ 103-2006;7.85
110100000110.0;—11х100;ГОСТ 103-2006;8.635
110100000120.0;—12х100;ГОСТ 103-2006;9.42
110100000140.0;—14х100;ГОСТ 103-2006;10.99
110100000150.0;—15х100;ГОСТ 103-2006;11.775
110100000160.0;—16х100;ГОСТ 103-2006;12.56
110100000180.0;—18х100;ГОСТ 103-2006;14.13
110100000200.0;—20х100;ГОСТ 103-2006;15.7
110100000220.0;—22х100;ГОСТ 103-2006;17.27
110100000250.0;—25х100;ГОСТ 103-2006;19.625
110100000300.0;—30х100;ГОСТ 103-2006;23.55
110100000350.0;—35х100;ГОСТ 103-2006;27.475
110100000400.0;—40х100;ГОСТ 103-2006;31.4
110100000500.0;—50х100;ГОСТ 103-2006;39.25
110100000600.0;—60х100;ГОСТ 103-2006;47.1
110105000060.0;—6х105;ГОСТ 103-2006;4.946
110105000070.0;—7х105;ГОСТ 103-2006;5.77
110105000080.0;—8х105;ГОСТ 103-2006;6.594
110105000090.0;—9х105;ГОСТ 103-2006;7.418
110105000220.0;—22х105;ГОСТ 103-2006;18.134
110105000250.0;—25х105;ГОСТ 103-2006;20.606
110110000060.0;—6х110;ГОСТ 103-2006;5.181
110110000070.0;—7х110;ГОСТ 103-2006;6.045
110110000080.0;—8х110;ГОСТ 103-2006;6.908
110110000090.0;—9х110;ГОСТ 103-2006;7.772
110110000120.0;—12х110;ГОСТ 103-2006;10.36
110110000140.0;—14х110;ГОСТ 103-2006;12.09
110110000220.0;—22х110;ГОСТ 103-2006;18.997
110110000250.0;—25х110;ГОСТ 103-2006;21.588
110120000060.0;—6х120;ГОСТ 103-2006;5.652
110120000070.0;—7х120;ГОСТ 103-2006;6.594
110120000080.0;—8х120;ГОСТ 103-2006;7.536
110120000100.0;—10х120;ГОСТ 103-2006;9.42
110120000120.0;—12х120;ГОСТ 103-2006;11.304
110120000140.0;—14х120;ГОСТ 103-2006;13.19
110120000150.0;—15х120;ГОСТ 103-2006;14.13
110120000200.0;—20х120;ГОСТ 103-2006;18.84
110120000220.0;—22х120;ГОСТ 103-2006;20.724
110120000250.0;—25х120;ГОСТ 103-2006;23.55
110120000300.0;—30х120;ГОСТ 103-2006;28.26
110120000350.0;—35х120;ГОСТ 103-2006;33
110120000400.0;—40х120;ГОСТ 103-2006;37.68
110120000500.0;—50х120;ГОСТ 103-2006;47.1
110125000060.0;—6х125;ГОСТ 103-2006;5.888
110125000070.0;—7х125;ГОСТ 103-2006;6.869
110125000080.0;—8х125;ГОСТ 103-2006;7.85
